LineID,trialno,AnswerDep,AnswerVal,Smallest Datapoint,Percent,Extend,Strategy,Liked,Improvement,Comments,age,education,Country,UserId
PieChartNoInteraction,1,Group,99.22,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:48
PieChartNoInteraction,2,Group,97.51,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:49
PieChartNoInteraction,3,Group,97.07,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:49
PieChartNoInteraction,4,Legal,98.28,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:49
PieChartNoInteraction,5,Group,95.40,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:49
PieChartNoInteraction,6,Group,81.76,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:49
PieChartNoInteraction,7,Group,77.93,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:50
PieChartNoInteraction,8,Legal,88.99,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:50
PieChartNoInteraction,9,Group,89.04,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:50
PieChartNoInteraction,10,Group,92.86,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:50
PieChartNoInteraction,11,Legal,77.69,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:50
PieChartNoInteraction,12,Group,53.03,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:50
PieChartNoInteraction,13,Legal,72.00,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:51
PieChartNoInteraction,14,Group,56.93,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:51
PieChartNoInteraction,15,Legal,77.01,Shipping,65,,,,,,,,,./../log/pie1464701985.csv,15:39:46,15:39:51
PieChartNoInteractionMethod,,,,,,,634,,,354,,,,./../log/pie1464701985.csv
PiechartRotate,1,Group,99.22,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:39:58
PiechartRotate,2,Group,97.51,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:39:58
PiechartRotate,3,Group,97.07,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:39:58
PiechartRotate,4,Legal,98.28,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:39:59
PiechartRotate,5,Group,95.40,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:39:59
PiechartRotate,6,Group,81.76,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:39:59
PiechartRotate,7,Group,77.93,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:39:59
PiechartRotate,8,Legal,88.99,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:39:59
PiechartRotate,9,Group,89.04,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:39:59
PiechartRotate,10,Group,92.86,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:40:00
PiechartRotate,11,Legal,77.69,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:40:00
PiechartRotate,12,Group,53.03,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:40:00
PiechartRotate,13,Legal,72.00,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:40:00
PiechartRotate,14,Group,56.93,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:40:00
PiechartRotate,15,Legal,77.01,HR,675,,,,,,,,,./../log/pie1464701985.csv,15:39:55,15:40:01
PieChartRotate,,,,,,Sometimes,rtyu,rtyu,rtyutyu,rtyu,,,,./../log/pie1464701985.csv
PiechartGeographics,,,,,,,,,,,Under 20,High school degree or less,rtyu,./../log/pie1464701985.csv
